query,name,google_id,place_id,location_link,reviews_link,reviews_per_score,reviews,rating,review_id,author_link,author_title,author_id,author_image,review_text,review_img_url,review_img_urls,owner_answer,owner_answer_timestamp,owner_answer_timestamp_datetime_utc,review_link,review_rating,review_timestamp,review_datetime_utc,review_likes,reviews_id
0x2e78872dd3cd2c13:0x3295038cd23c1d38,Museum Angkut,0x2e78872dd3cd2c13:0x3295038cd23c1d38,ChIJEyzN0y2HeC4ROB080owDlTI,"https://www.google.com/maps/place/Museum+Angkut/@-7.8788089999999995,112.51997469999999,14z/data=!4m8!1m2!2m1!1sMuseum+Angkut!3m4!1s0x2e78872dd3cd2c13:0x3295038cd23c1d38!8m2!3d-7.8788089999999995!4d112.51997469999999",https://search.google.com/local/reviews?placeid=ChIJEyzN0y2HeC4ROB080owDlTI&q=*&authuser=0&hl=in&gl=US,"{""1"": 633, ""2"": 316, ""3"": 1769, ""4"": 9443, ""5"": 39557}",51718,4.7,ChdDSUhNMG9nS0VJQ0FnSUN4eXBHTnJnRRAB,https://www.google.com/maps/contrib/116105121130416561844?hl=id,Erwan Prayitno,116105121130416561844,https://lh3.googleusercontent.com/a-/ACB-R5SR3k1RkjZpNYN79wNgMSyZmfLcNQFvXoKNJ92t=s120-c-c0x00000000-cc-rp-mo-ba3-br100,"Tempat yg pas bagi penyuka dunia otomotif, dapat melihat pameran mobil² jaman dulu dan mungkin diantara mobil² yg dipamerkan hanya diproduksi terbatas didunia pada jamannya",https://lh5.googleusercontent.com/p/AF1QipNRosZTxgyLoWZ0STl3qPjV60LAEbb8cF2QVNk,https://lh5.googleusercontent.com/p/AF1QipNRosZTxgyLoWZ0STl3qPjV60LAEbb8cF2QVNk,,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUN4eXBHTnJnRRAB!2m1!1s0x0:0x3295038cd23c1d38!3m1!1s2@1:CIHM0ogKEICAgICxypGNrgE%7CCgwIpdOGowYQqJna4QE%7C?hl=id,4,1684122021,05/15/2023 03:40:21,0,3644823376783744312
0x2e78872dd3cd2c13:0x3295038cd23c1d38,Museum Angkut,0x2e78872dd3cd2c13:0x3295038cd23c1d38,ChIJEyzN0y2HeC4ROB080owDlTI,"https://www.google.com/maps/place/Museum+Angkut/@-7.8788089999999995,112.51997469999999,14z/data=!4m8!1m2!2m1!1sMuseum+Angkut!3m4!1s0x2e78872dd3cd2c13:0x3295038cd23c1d38!8m2!3d-7.8788089999999995!4d112.51997469999999",https://search.google.com/local/reviews?placeid=ChIJEyzN0y2HeC4ROB080owDlTI&q=*&authuser=0&hl=in&gl=US,"{""1"": 633, ""2"": 316, ""3"": 1769, ""4"": 9443, ""5"": 39557}",51718,4.7,ChZDSUhNMG9nS0VJQ0FnSUN4eXE3RlZREAE,https://www.google.com/maps/contrib/112889773634041141668?hl=id,Sanada biya,112889773634041141668,https://lh3.googleusercontent.com/a-/ACB-R5RSwNsCgcrphc1iBo7JdmhBn3n5fXaiNr5bqBUc-c4=s120-c-c0x00000000-cc-rp-mo-ba2-br100,"tempatnya lucu bgt, luaas, banyak spot2 foto, ada pertunjukan mobil2 flashmob jg wktu disanaa, sangat recommended buat study tour atau yg mau liburan keluarga",https://lh5.googleusercontent.com/p/AF1QipM59iF8h0skp8lAuRg1OEoQHCxjdhYLNh-HvKtd,"https://lh5.googleusercontent.com/p/AF1QipM59iF8h0skp8lAuRg1OEoQHCxjdhYLNh-HvKtd, https://lh5.googleusercontent.com/p/AF1QipPQW4gPh5VE-8bERtuwHWSjuC2k6Z9tazl6o-gT, https://lh5.googleusercontent.com/p/AF1QipOM6DFo_D_00Z2ybhB4ppNDHWku_z-hLgLPzi9b",,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUN4eXE3RlZREAE!2m1!1s0x0:0x3295038cd23c1d38!3m1!1s2@1:CIHM0ogKEICAgICxyq7FVQ%7CCgsI6MaGowYQuOSJLA%7C?hl=id,5,1684120424,05/15/2023 03:13:44,2,3644823376783744312
0x2e78872dd3cd2c13:0x3295038cd23c1d38,Museum Angkut,0x2e78872dd3cd2c13:0x3295038cd23c1d38,ChIJEyzN0y2HeC4ROB080owDlTI,"https://www.google.com/maps/place/Museum+Angkut/@-7.8788089999999995,112.51997469999999,14z/data=!4m8!1m2!2m1!1sMuseum+Angkut!3m4!1s0x2e78872dd3cd2c13:0x3295038cd23c1d38!8m2!3d-7.8788089999999995!4d112.51997469999999",https://search.google.com/local/reviews?placeid=ChIJEyzN0y2HeC4ROB080owDlTI&q=*&authuser=0&hl=in&gl=US,"{""1"": 633, ""2"": 316, ""3"": 1769, ""4"": 9443, ""5"": 39557}",51718,4.7,ChZDSUhNMG9nS0VJQ0FnSUN4aW9XOVV3EAE,https://www.google.com/maps/contrib/107306622213661240451?hl=id,Gusti Ardiansyah,107306622213661240451,https://lh3.googleusercontent.com/a/AGNmyxY6MQZ6PYuiHbeoNynv_TTyW2aWeI7TvEd6Qbyi=s120-c-c0x00000000-cc-rp-mo-ba4-br100,Lengkap,,,,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUN4aW9XOVV3EAE!2m1!1s0x0:0x3295038cd23c1d38!3m1!1s2@1:CIHM0ogKEICAgICxioW9Uw%7CCgwI8q-FowYQiJS-ogE%7C?hl=id,4,1684101106,05/14/2023 21:51:46,0,3644823376783744312
0x2e78872dd3cd2c13:0x3295038cd23c1d38,Museum Angkut,0x2e78872dd3cd2c13:0x3295038cd23c1d38,ChIJEyzN0y2HeC4ROB080owDlTI,"https://www.google.com/maps/place/Museum+Angkut/@-7.8788089999999995,112.51997469999999,14z/data=!4m8!1m2!2m1!1sMuseum+Angkut!3m4!1s0x2e78872dd3cd2c13:0x3295038cd23c1d38!8m2!3d-7.8788089999999995!4d112.51997469999999",https://search.google.com/local/reviews?placeid=ChIJEyzN0y2HeC4ROB080owDlTI&q=*&authuser=0&hl=in&gl=US,"{""1"": 633, ""2"": 316, ""3"": 1769, ""4"": 9443, ""5"": 39557}",51718,4.7,ChZDSUhNMG9nS0VJQ0FnSUN4aXNiTWFnEAE,https://www.google.com/maps/contrib/112586359111531935646?hl=id,Eric leonard Pattiapon (Eric),112586359111531935646,https://lh3.googleusercontent.com/a-/ACB-R5RePtgMtefx8ePEenaMFidLMe-xxfBpAKTKIvvkVA=s120-c-c0x00000000-cc-rp-mo-ba3-br100,Bagus,,,,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUN4aXNiTWFnEAE!2m1!1s0x0:0x3295038cd23c1d38!3m1!1s2@1:CIHM0ogKEICAgICxisbMag%7CCgwI24qFowYQgM33qAM%7C?hl=id,5,1684096347,05/14/2023 20:32:27,0,3644823376783744312
0x2e78872dd3cd2c13:0x3295038cd23c1d38,Museum Angkut,0x2e78872dd3cd2c13:0x3295038cd23c1d38,ChIJEyzN0y2HeC4ROB080owDlTI,"https://www.google.com/maps/place/Museum+Angkut/@-7.8788089999999995,112.51997469999999,14z/data=!4m8!1m2!2m1!1sMuseum+Angkut!3m4!1s0x2e78872dd3cd2c13:0x3295038cd23c1d38!8m2!3d-7.8788089999999995!4d112.51997469999999",https://search.google.com/local/reviews?placeid=ChIJEyzN0y2HeC4ROB080owDlTI&q=*&authuser=0&hl=in&gl=US,"{""1"": 633, ""2"": 316, ""3"": 1769, ""4"": 9443, ""5"": 39557}",51718,4.7,ChdDSUhNMG9nS0VJQ0FnSUN4c3Q3QmlRRRAB,https://www.google.com/maps/contrib/106905812576089879124?hl=id,classic corner,106905812576089879124,https://lh3.googleusercontent.com/a-/ACB-R5RIi5L8YzGeYxWh4U0gRbUGynHtZlaBvPS5ULcC=s120-c-c0x00000000-cc-rp-mo-ba4-br100,Bagi yg suka kendaraan unik antique pasti cocok ....tempat keren jika sdh selesai tour museum bisa langsung menikmati kuliner ada tempat makan pilihan nya pun beragam,https://lh5.googleusercontent.com/p/AF1QipMcT87c6-6saWdvwHs7A_hcJE7FFRzofojagNpm,"https://lh5.googleusercontent.com/p/AF1QipMcT87c6-6saWdvwHs7A_hcJE7FFRzofojagNpm, https://lh5.googleusercontent.com/p/AF1QipP9haq8zHUmNt_Mers7UulAjEnCiJq6G5VPAWB1, https://lh5.googleusercontent.com/p/AF1QipM6UHuFOmOpZQZCgR3DXkP4KyiCvpg_CLI5C2lV",,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUN4c3Q3QmlRRRAB!2m1!1s0x0:0x3295038cd23c1d38!3m1!1s2@1:CIHM0ogKEICAgICxst7BiQE%7CCgwI3c2DowYQ2OPDtQE%7C?hl=id,4,1684072157,05/14/2023 13:49:17,0,3644823376783744312
0x2e78872dd3cd2c13:0x3295038cd23c1d38,Museum Angkut,0x2e78872dd3cd2c13:0x3295038cd23c1d38,ChIJEyzN0y2HeC4ROB080owDlTI,"https://www.google.com/maps/place/Museum+Angkut/@-7.8788089999999995,112.51997469999999,14z/data=!4m8!1m2!2m1!1sMuseum+Angkut!3m4!1s0x2e78872dd3cd2c13:0x3295038cd23c1d38!8m2!3d-7.8788089999999995!4d112.51997469999999",https://search.google.com/local/reviews?placeid=ChIJEyzN0y2HeC4ROB080owDlTI&q=*&authuser=0&hl=in&gl=US,"{""1"": 633, ""2"": 316, ""3"": 1769, ""4"": 9443, ""5"": 39557}",51718,4.7,ChZDSUhNMG9nS0VJQ0FnSUN4MHNIMU53EAE,https://www.google.com/maps/contrib/104450264905914536775?hl=id,Asri Asri,104450264905914536775,https://lh3.googleusercontent.com/a/AGNmyxZH6kQTC_dGVT4APUVx6Ar6pTDcRdB42vByJ_0W=s120-c-c0x00000000-cc-rp-mo-br100,Wiiihhh manteppp banget tempatnya,,,,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUN4MHNIMU53EAE!2m1!1s0x0:0x3295038cd23c1d38!3m1!1s2@1:CIHM0ogKEICAgICx0sH1Nw%7CCgwIreaCowYQ6JC1jgM%7C?hl=id,5,1684058925,05/14/2023 10:08:45,0,3644823376783744312
0x2e78872dd3cd2c13:0x3295038cd23c1d38,Museum Angkut,0x2e78872dd3cd2c13:0x3295038cd23c1d38,ChIJEyzN0y2HeC4ROB080owDlTI,"https://www.google.com/maps/place/Museum+Angkut/@-7.8788089999999995,112.51997469999999,14z/data=!4m8!1m2!2m1!1sMuseum+Angkut!3m4!1s0x2e78872dd3cd2c13:0x3295038cd23c1d38!8m2!3d-7.8788089999999995!4d112.51997469999999",https://search.google.com/local/reviews?placeid=ChIJEyzN0y2HeC4ROB080owDlTI&q=*&authuser=0&hl=in&gl=US,"{""1"": 633, ""2"": 316, ""3"": 1769, ""4"": 9443, ""5"": 39557}",51718,4.7,ChdDSUhNMG9nS0VJQ0FnSUN4a3ZTdmhRRRAB,https://www.google.com/maps/contrib/116380550216119493607?hl=id,Amelia Anggraini,116380550216119493607,https://lh3.googleusercontent.com/a-/ACB-R5S0S_ZmSypZ2nWYYfSRX_wU5c53WRDDgBEjI5F6=s120-c-c0x00000000-cc-rp-mo-ba3-br100,"Tempatnya luas dan bisa explore banyak disini, yg bawa kamera harus beli additional tiket untuk kameranya yaa, tempatnya bagus dan asik bgt, banyak spot untuk foto",https://lh5.googleusercontent.com/p/AF1QipPSijigl3NY13LMr4JZSAgJiY06wUKGTEaqRoQ-,"https://lh5.googleusercontent.com/p/AF1QipPSijigl3NY13LMr4JZSAgJiY06wUKGTEaqRoQ-, https://lh5.googleusercontent.com/p/AF1QipMzIW9NNFrTfng39qXWsgnObyGoWA0Z36y0sAty, https://lh5.googleusercontent.com/p/AF1QipPUQlzoMZYrgBWMJeFenpW_OFYpKvZiHYmetg6K, https://lh5.googleusercontent.com/p/AF1QipN56j_8YKihDmxD24Vibc787Ql-3ieNx9V_kv8M, https://lh5.googleusercontent.com/p/AF1QipMs8s8v8OXhsA0j331m_eIKIBrwV3qYMmQuD_co, https://lh5.googleusercontent.com/p/AF1QipO_abFtYFzDbh3Oia7AGaSjAQvURU9Mb37NeMUC",,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUN4a3ZTdmhRRRAB!2m1!1s0x0:0x3295038cd23c1d38!3m1!1s2@1:CIHM0ogKEICAgICxkvSvhQE%7CCgwIibGBowYQiOejgwI%7C?hl=id,5,1684035721,05/14/2023 03:42:01,0,3644823376783744312
0x2e78872dd3cd2c13:0x3295038cd23c1d38,Museum Angkut,0x2e78872dd3cd2c13:0x3295038cd23c1d38,ChIJEyzN0y2HeC4ROB080owDlTI,"https://www.google.com/maps/place/Museum+Angkut/@-7.8788089999999995,112.51997469999999,14z/data=!4m8!1m2!2m1!1sMuseum+Angkut!3m4!1s0x2e78872dd3cd2c13:0x3295038cd23c1d38!8m2!3d-7.8788089999999995!4d112.51997469999999",https://search.google.com/local/reviews?placeid=ChIJEyzN0y2HeC4ROB080owDlTI&q=*&authuser=0&hl=in&gl=US,"{""1"": 633, ""2"": 316, ""3"": 1769, ""4"": 9443, ""5"": 39557}",51718,4.7,ChZDSUhNMG9nS0VJQ0FnSUN4Z3R6bGJ3EAE,https://www.google.com/maps/contrib/114604161720286579888?hl=id,Annisa Febiana,114604161720286579888,https://lh3.googleusercontent.com/a-/ACB-R5TXx_Nm9cm4DYWnG1xL308cE3nnr6QwBdFHy4o8=s120-c-c0x00000000-cc-rp-mo-ba4-br100,"Menyenangkan. Cocok buat anak2 maupun orgtua. Stroller dan kursi roda friendly. Dgn 120rb udh dpt byk bgt, foto2 di mobil antik, tmptnya adem jg, hiburan anak2 jg gratis.. ihhh keren bgt pkoknyaaa.. makanan minuman didalam jg relatif terjangkau, pkoknya jauh bgt sm di jkt. Fasilitasnya oke bangettttt..",,,,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUN4Z3R6bGJ3EAE!2m1!1s0x0:0x3295038cd23c1d38!3m1!1s2@1:CIHM0ogKEICAgICxgtzlbw%7CCgsIg-H9ogYQuM3lfw%7C?hl=id,5,1683976323,05/13/2023 11:12:03,0,3644823376783744312
0x2e78872dd3cd2c13:0x3295038cd23c1d38,Museum Angkut,0x2e78872dd3cd2c13:0x3295038cd23c1d38,ChIJEyzN0y2HeC4ROB080owDlTI,"https://www.google.com/maps/place/Museum+Angkut/@-7.8788089999999995,112.51997469999999,14z/data=!4m8!1m2!2m1!1sMuseum+Angkut!3m4!1s0x2e78872dd3cd2c13:0x3295038cd23c1d38!8m2!3d-7.8788089999999995!4d112.51997469999999",https://search.google.com/local/reviews?placeid=ChIJEyzN0y2HeC4ROB080owDlTI&q=*&authuser=0&hl=in&gl=US,"{""1"": 633, ""2"": 316, ""3"": 1769, ""4"": 9443, ""5"": 39557}",51718,4.7,ChdDSUhNMG9nS0VJQ0FnSUN4dkkteGxRRRAB,https://www.google.com/maps/contrib/110159621861152622983?hl=id,Betina Taurian,110159621861152622983,https://lh3.googleusercontent.com/a-/ACB-R5Qa2rXUv9yoWqPi-KN-qBakYvz6Jgx7RmAJxGfjGw=s120-c-c0x00000000-cc-rp-mo-br100,"Museum yang punya banyak sekali koleksi kendaraan2 antik dan 90 persen masih bisa dihidupkan, kereeeen. Tempat yang cocok banget buat yang suka foto2 dengan tema klasik. Tiket masuk 100 ribu/orang, tapi nanti dapet potongan tiket makan/minum Rp. 7.500/orang, lumayan banget kaan. Kalo pake motor, nanti awal masuknya lewatin food court dan tempat oleh2. Food courtnya asik banget, bagus. Masuk ke museum, kita dimanjain sama jejeran mobil dan motor antik. Semuanya mengkilap banget, sangat terjaga. Petugas juga sering lap2 bodi mobil krna pengunjung pasti pegang2kan. Pokoknya aku terkesima sama koleksi2 kendaraan yang ada disini. Kebetulan pas aku sampe, lagi ada parade mobil dan mobilnya, keren bangeeet. Trus ngiter2 seisi museum buat foto2 dengan tema yang berbeda. Sekitar jam 4 pas banget saya sampai di area panggung tempat parade kostum dam mobil. Waaaah disini seru banget, kita nyanyi dan joget rame. Bisa foto2 juga sama cosplay2 hero marvelnya. Trus banyak petugas yang siap bantu fotoin dan rekamin kita nyanyi dan joget flashmob. Pokoknya seru banget kesini tuh. Ga akan nyesal.",https://lh5.googleusercontent.com/p/AF1QipMu_UARUclxzubbK5j7GmgQ18DySFiRe-90MbjJ,"https://lh5.googleusercontent.com/p/AF1QipMu_UARUclxzubbK5j7GmgQ18DySFiRe-90MbjJ, https://lh5.googleusercontent.com/p/AF1QipO6WEERfKb5jW_Ne_ESVHY3R_apsDkqpSKqtoG0, https://lh5.googleusercontent.com/p/AF1QipMSKI1r6afkDavo9H5_5P-Ns9qchc0kmgDxqhCN, https://lh5.googleusercontent.com/p/AF1QipPfiaQPPBFlc-XB9zAke9oJ0-enI9Iu_NT-ceYv, https://lh5.googleusercontent.com/p/AF1QipNLttgn-kfbq7hdgphaSaRbxvWMiWKgCKEQjj0v, https://lh5.googleusercontent.com/p/AF1QipO4KNsCsZmT36Ypep4FOtgDwz4l_6seDQkRZoD2, https://lh5.googleusercontent.com/p/AF1QipNi_Pp89EL_TNc51d1yfKlNVvPzKlejTc12BO6N, https://lh5.googleusercontent.com/p/AF1QipOZ3UrrGtyI_0nU9fASve8fF_RTn7gkl19w3mIY, https://lh5.googleusercontent.com/p/AF1QipNf38sb8zU2FkhI2xYCu-9nlc5n_0VjXszalPuN, https://lh5.googleusercontent.com/p/AF1QipMzxEVcXPeK2NoaF000cxmE2CpeWsY9XPCJGk2N, https://lh5.googleusercontent.com/p/AF1QipOGg8yW2jU6IhwqCZyfHA-arT1cfXJmsD1cPBKN, https://lh5.googleusercontent.com/p/AF1QipM6HEUTd1-ov6_NiaSEtGgnSpBR0EAWk8VjTx_J",,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUN4dkkteGxRRRAB!2m1!1s0x0:0x3295038cd23c1d38!3m1!1s2@1:CIHM0ogKEICAgICxvI-xlQE%7CCgwIi7r8ogYQ-OjZ8wI%7C?hl=id,5,1683954955,05/13/2023 05:15:55,1,3644823376783744312
0x2e78872dd3cd2c13:0x3295038cd23c1d38,Museum Angkut,0x2e78872dd3cd2c13:0x3295038cd23c1d38,ChIJEyzN0y2HeC4ROB080owDlTI,"https://www.google.com/maps/place/Museum+Angkut/@-7.8788089999999995,112.51997469999999,14z/data=!4m8!1m2!2m1!1sMuseum+Angkut!3m4!1s0x2e78872dd3cd2c13:0x3295038cd23c1d38!8m2!3d-7.8788089999999995!4d112.51997469999999",https://search.google.com/local/reviews?placeid=ChIJEyzN0y2HeC4ROB080owDlTI&q=*&authuser=0&hl=in&gl=US,"{""1"": 633, ""2"": 316, ""3"": 1769, ""4"": 9443, ""5"": 39557}",51718,4.7,ChdDSUhNMG9nS0VJQ0FnSUN4dklMeXdBRRAB,https://www.google.com/maps/contrib/109377269299345749686?hl=id,Andika Widjaja,109377269299345749686,https://lh3.googleusercontent.com/a/AGNmyxYVrlZl6DeHKemLW8kap4yBOBsjJAJ2fpeXd5cu=s120-c-c0x00000000-cc-rp-mo-br100,sungguh megah & komplit. ada berbagai macam budaya d satu tmpt. anak2 saya suka bagian airplane & bus d dlm istana inggris,,,,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUN4dklMeXdBRRAB!2m1!1s0x0:0x3295038cd23c1d38!3m1!1s2@1:CIHM0ogKEICAgICxvILywAE%7CCgwI1cb7ogYQ6MK-vQM%7C?hl=id,5,1683940181,05/13/2023 01:09:41,0,3644823376783744312
0x2e78872dd3cd2c13:0x3295038cd23c1d38,Museum Angkut,0x2e78872dd3cd2c13:0x3295038cd23c1d38,ChIJEyzN0y2HeC4ROB080owDlTI,"https://www.google.com/maps/place/Museum+Angkut/@-7.8788089999999995,112.51997469999999,14z/data=!4m8!1m2!2m1!1sMuseum+Angkut!3m4!1s0x2e78872dd3cd2c13:0x3295038cd23c1d38!8m2!3d-7.8788089999999995!4d112.51997469999999",https://search.google.com/local/reviews?placeid=ChIJEyzN0y2HeC4ROB080owDlTI&q=*&authuser=0&hl=in&gl=US,"{""1"": 633, ""2"": 316, ""3"": 1769, ""4"": 9443, ""5"": 39557}",51718,4.7,ChdDSUhNMG9nS0VJQ0FnSUN4ek42YzBRRRAB,https://www.google.com/maps/contrib/113564133874403897221?hl=id,Rosyid Budiman,113564133874403897221,https://lh3.googleusercontent.com/a-/ACB-R5Sr5bQjA0CKdHH23a93YtR7SAuoS21ItocXjROQHpk=s120-c-c0x00000000-cc-rp-mo-ba2-br100,"Tempat wisata yang menarik, bnyak dipamerkan kendaraan lawas sarat sejarah, recomended untuk liburan keluarga, ada pertunjukan dalam 2 waktu, pukul 15.15 dan 16.30",https://lh5.googleusercontent.com/p/AF1QipPq3FeSoOC0Re-ybgOpO7m5U1O9l3hiKwv2tJ6s,https://lh5.googleusercontent.com/p/AF1QipPq3FeSoOC0Re-ybgOpO7m5U1O9l3hiKwv2tJ6s,,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUN4ek42YzBRRRAB!2m1!1s0x0:0x3295038cd23c1d38!3m1!1s2@1:CIHM0ogKEICAgICxzN6c0QE%7CCgwI9a33ogYQ4KL59AE%7C?hl=id,4,1683871477,05/12/2023 06:04:37,0,3644823376783744312
